Tissue	Comparison	Expression	Nvir_gene_id	Uniprot_entry	Protein_names	logFC	logCPM	LR	Pvalue	FDR	GO_ID	GO_category	GO_term	Search_term_match
spleen	bsal_ctl	up	comp275410	KPCB_XENTR	Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13)	GO:0002250; GO:0003682; GO:0004674; GO:0004697; GO:0005524; GO:0005634; GO:0005737; GO:0006357; GO:0006915; GO:0008270; GO:0016020; GO:0018105; GO:0030374; GO:0035403; GO:0035408; GO:0035556; GO:0042113; GO:0042393; GO:0043123; GO:0050681; GO:0050853	1688	1.55120538	3.797633066	11.59239617	0.00066222	0.040524862	"GO:0006955, GO:0043123, GO:0006915, GO:0002250, GO:0035405, GO:0042113, GO:0016020, GO:0008270, GO:0035184"	"BP, BP, BP, BP, BP, BP, CC, MF, MF"	"immune response, positive regulation of I-kappaB kinase/NF-kappaB signaling, apoptotic process, adaptive immune response, histone-threonine phosphorylation, B cell activation, membrane, zinc ion binding, histone threonine kinase activity "	nf-kappa
spleen	bsal_ctl	up	comp363441	TRAF2_HUMAN	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	GO:0000151; GO:0002726; GO:0004842; GO:0005164; GO:0005174; GO:0005654; GO:0005829; GO:0005938; GO:0006919; GO:0007165; GO:0007249; GO:0007250; GO:0008270; GO:0009898; GO:0010803; GO:0012506; GO:0016579; GO:0019899; GO:0019901; GO:0019903; GO:0030163; GO:0031435; GO:0031625; GO:0031996; GO:0032743; GO:0032991; GO:0033209; GO:0034351; GO:0034622; GO:0034976; GO:0035631; GO:0042802; GO:0042981; GO:0043507; GO:0044877; GO:0045121; GO:0046625; GO:0051023; GO:0051091; GO:0051092; GO:0051291; GO:0051865; GO:0065003; GO:0070059; GO:0070207; GO:0070534; GO:0071550; GO:0071732; GO:0090073; GO:0097057; GO:0097300; GO:1901215; GO:1902041; GO:1902042; GO:1903265; GO:1903721; GO:1990597; GO:1990604; GO:2001238	2589	2.335924919	3.032066932	11.05647691	0.000883779	0.048126259	"GO:0006955, GO:2001238, GO:0043123, GO:0002726, GO:0006919, GO:0032743, GO:0071356, GO:0071731, GO:0051865, GO:0051092, GO:0006915, GO:0002250, GO:0060760, GO:0071550, GO:0002821, GO:0010952, GO:0051023, GO:1903265, GO:0090073, GO:0016020, GO:1990597, GO:0009898, GO:0035631, GO:1990604, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, MF"	"immune response, positive regulation of extrinsic apoptotic signaling pathway, positive regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of T cell cytokine production, activation of cysteine-type endopeptidase activity involved in apoptotic process, positive regulation of interleukin-2 production, cellular response to tumor necrosis factor, response to nitric oxide, protein autoubiquitination, positive regulation of NF-kappaB transcription factor activity, apoptotic process, adaptive immune response, positive regulation of response to cytokine stimulus, death-inducing signaling complex assembly, positive regulation of adaptive immune response, positive regulation of peptidase activity, regulation of immunoglobulin secretion, positive regulation of tumor necrosis factor-mediated signaling pathway, positive regulation of protein homodimerization activity, membrane, AIP1-IRE1 complex, cytoplasmic side of plasma membrane, CD40 receptor complex, IRE1-TRAF2-ASK1 complex, zinc ion binding "	nf-kappa
spleen	bsal_ctl	up	comp365254	ASC_MOUSE	Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein)	GO:0001773; GO:0002020; GO:0002218; GO:0002230; GO:0002277; GO:0002588; GO:0002821; GO:0005138; GO:0005523; GO:0005576; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0006915; GO:0006919; GO:0006954; GO:0008385; GO:0008630; GO:0009617; GO:0010506; GO:0010803; GO:0016505; GO:0017024; GO:0019899; GO:0030838; GO:0031647; GO:0032088; GO:0032090; GO:0032611; GO:0032688; GO:0032729; GO:0032755; GO:0032760; GO:0032991; GO:0033209; GO:0042104; GO:0042771; GO:0042802; GO:0042803; GO:0042981; GO:0043025; GO:0043065; GO:0043087; GO:0043124; GO:0043280; GO:0043281; GO:0044325; GO:0044351; GO:0045087; GO:0046330; GO:0046983; GO:0050718; GO:0050727; GO:0050766; GO:0050829; GO:0050870; GO:0051091; GO:0051092; GO:0051260; GO:0051607; GO:0070374; GO:0070700; GO:0071222; GO:0071347; GO:0071356; GO:0071901; GO:0072332; GO:0072558; GO:0072559; GO:0090197; GO:0090200; GO:0097153; GO:0097169; GO:0097202; GO:1900016; GO:2000406; GO:2000484; GO:2000778; GO:2001056; GO:2001181; GO:2001238; GO:2001242	1805.323445	2.39349665	5.808494397	46.30712017	1.01E-11	3.79E-08	"GO:0042102, GO:0051607, GO:0071347, GO:0032760, GO:0032480, GO:0042742, GO:0043124, GO:0032729, GO:0032733, GO:0006955, GO:2001238, GO:2000778, GO:0050718, GO:0070374, GO:0002230, GO:0006919, GO:0071356, GO:0002577, GO:0002579, GO:0002504, GO:0030335, GO:0050766, GO:0051092, GO:0006915, GO:0002250, GO:0030838, GO:0045087, GO:0002821, GO:0090197, GO:2001179, GO:0010952, GO:0009617, GO:2000484, GO:0042104, GO:0045088, GO:0032677, GO:0044351, GO:0005576, GO:0044297, GO:0072559, GO:0042803, GO:0070700"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF"	"positive regulation of T cell proliferation, defense response to virus, cellular response to interleukin-1, positive regulation of tumor necrosis factor production, negative regulation of type I interferon production, defense response to bacterium, negative regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of interferon-gamma production, positive regulation of interleukin-10 production, immune response, positive regulation of extrinsic apoptotic signaling pathway, positive regulation of interleukin-6 secretion, positive regulation of interleukin-1 beta secretion, positive regulation of ERK1 and ERK2 cascade, positive regulation of defense response to virus by host, activation of cysteine-type endopeptidase activity involved in apoptotic process, cellular response to tumor necrosis factor, regulation of antigen processing and presentation, positive regulation of antigen processing and presentation, antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, positive regulation of cell migration, positive regulation of phagocytosis, positive regulation of NF-kappaB transcription factor activity, apoptotic process, adaptive immune response, positive regulation of actin filament polymerization, innate immune response, positive regulation of adaptive immune response, positive regulation of chemokine secretion, regulation of interleukin-10 secretion, positive regulation of peptidase activity, response to bacterium, positive regulation of interleukin-8 secretion, positive regulation of activated T cell proliferation, regulation of innate immune response, regulation of interleukin-8 production, macropinocytosis, extracellular region, cell body, NLRP3 inflammasome complex, protein homodimerization activity, BMP receptor binding "	nlrp
spleen	bsal_ctl	up	comp365310	RYR2_HUMAN	Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	GO:0001666; GO:0002027; GO:0003143; GO:0003220; GO:0003300; GO:0005219; GO:0005262; GO:0005509; GO:0005513; GO:0005516; GO:0005790; GO:0005886; GO:0006816; GO:0006874; GO:0010460; GO:0010881; GO:0010882; GO:0014701; GO:0014808; GO:0014850; GO:0015278; GO:0016020; GO:0016529; GO:0019722; GO:0019899; GO:0030018; GO:0030509; GO:0030659; GO:0031000; GO:0032991; GO:0033017; GO:0034220; GO:0034236; GO:0034237; GO:0034704; GO:0035584; GO:0035994; GO:0042383; GO:0042802; GO:0043621; GO:0043924; GO:0044325; GO:0048763; GO:0051209; GO:0051284; GO:0051480; GO:0051775; GO:0055117; GO:0060048; GO:0060070; GO:0060402; GO:0070296; GO:0071313; GO:0071872; GO:0072599; GO:0086005; GO:0086029; GO:0086064; GO:0097050; GO:0098735; GO:0098904; GO:0098907; GO:0098910; GO:0098911; GO:1901896; GO:1903779	895.217815	6.57525375	1.349056276	14.80516577	0.000119209	0.013896363	"GO:0035584, GO:0006915, GO:0097050, GO:0086016, GO:0051209, GO:0005513, GO:0071872, GO:0010460, GO:0031000, GO:0045823, GO:0003214, GO:0016020, GO:0014701, GO:0043177, GO:0043621, GO:0034236"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"calcium-mediated signaling using intracellular calcium source, apoptotic process, type B pancreatic cell apoptotic process, AV node cell action potential, release of sequestered calcium ion into cytosol, detection of calcium ion, cellular response to epinephrine stimulus, positive regulation of heart rate, response to caffeine, positive regulation of heart contraction, cardiac left ventricle morphogenesis, membrane, junctional sarcoplasmic reticulum membrane, organic acid binding, protein self-association, protein kinase A catalytic subunit binding "	nod
spleen	bsal_ctl	up	comp350217	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005737; GO:0008270; GO:0009615; GO:0009617; GO:0016032; GO:0032480; GO:0032481; GO:0039534; GO:0039536; GO:0045087; GO:0045088; GO:0045824; GO:0051607; GO:1900245; GO:1900246	693	2.761520507	2.275808908	31.50808987	1.99E-08	2.49E-05	"GO:0051607, GO:0032480, GO:1900245, GO:0039534, GO:1900246, GO:0039536, GO:0006955, GO:0032481, GO:0045824, GO:0039530, GO:0045087, GO:0016032, GO:0009617, GO:0045088, GO:0003727, GO:0003725, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to virus, negative regulation of type I interferon production, positive regulation of MDA-5 signaling pathway, negative regulation of MDA-5 signaling pathway, positive regulation of RIG-I signaling pathway, negative regulation of RIG-I signaling pathway, immune response, positive regulation of type I interferon production, negative regulation of innate immune response, MDA-5 signaling pathway, innate immune response, viral process, response to bacterium, regulation of innate immune response, single-stranded RNA binding, double-stranded RNA binding, zinc ion binding "	rig-i
spleen	bsal_ctl	up	comp349060	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005737; GO:0008270; GO:0009615; GO:0009617; GO:0016032; GO:0032480; GO:0032481; GO:0039534; GO:0039536; GO:0045087; GO:0045088; GO:0045824; GO:0051607; GO:1900245; GO:1900246	1128	2.281084203	2.465739913	16.61172758	4.59E-05	0.007909715	"GO:0051607, GO:0032480, GO:1900245, GO:0039534, GO:1900246, GO:0039536, GO:0006955, GO:0032481, GO:0045824, GO:0039530, GO:0045087, GO:0016032, GO:0009617, GO:0045088, GO:0003727, GO:0003725, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to virus, negative regulation of type I interferon production, positive regulation of MDA-5 signaling pathway, negative regulation of MDA-5 signaling pathway, positive regulation of RIG-I signaling pathway, negative regulation of RIG-I signaling pathway, immune response, positive regulation of type I interferon production, negative regulation of innate immune response, MDA-5 signaling pathway, innate immune response, viral process, response to bacterium, regulation of innate immune response, single-stranded RNA binding, double-stranded RNA binding, zinc ion binding "	rig-i
spleen	bsal_ctl	up	comp361045	IFIH1_HUMAN	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Clinically amyopathic dermatomyositis autoantigen 140 kDa) (CADM-140 autoantigen) (Helicase with 2 CARD domains) (Helicard) (Interferon-induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (Murabutide down-regulated protein) (RIG-I-like receptor 2) (RLR-2) (RNA helicase-DEAD box protein 116)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005634; GO:0005829; GO:0008270; GO:0009597; GO:0009615; GO:0016032; GO:0016579; GO:0016925; GO:0032480; GO:0032727; GO:0032728; GO:0034344; GO:0035549; GO:0039528; GO:0039530; GO:0042802; GO:0043021; GO:0045087; GO:0051607; GO:0060760; GO:0071360; GO:1902741; GO:1904469; GO:2000778	4099	2.011253924	4.468225832	16.48077407	4.91E-05	0.008250492	"GO:0051607, GO:0032760, GO:0032480, GO:0006955, GO:2000778, GO:0032481, GO:0039530, GO:0060760, GO:0009597, GO:0035549, GO:0045087, GO:1902741, GO:0016032, GO:0045088, GO:0003727, GO:0003725, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to virus, positive regulation of tumor necrosis factor production, negative regulation of type I interferon production, immune response, positive regulation of interleukin-6 secretion, positive regulation of type I interferon production, MDA-5 signaling pathway, positive regulation of response to cytokine stimulus, detection of virus, positive regulation of interferon-beta secretion, innate immune response, positive regulation of interferon-alpha secretion, viral process, regulation of innate immune response, single-stranded RNA binding, double-stranded RNA binding, zinc ion binding "	rig-i
spleen	bsal_ctl	up	comp350217	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005737; GO:0008270; GO:0009615; GO:0009617; GO:0016032; GO:0032480; GO:0032481; GO:0039534; GO:0039536; GO:0045087; GO:0045088; GO:0045824; GO:0051607; GO:1900245; GO:1900246	693	2.761520507	2.275808908	31.50808987	1.99E-08	2.49E-05	"GO:0051607, GO:0032480, GO:1900245, GO:0039534, GO:1900246, GO:0039536, GO:0006955, GO:0032481, GO:0045824, GO:0039530, GO:0045087, GO:0016032, GO:0009617, GO:0045088, GO:0003727, GO:0003725, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to virus, negative regulation of type I interferon production, positive regulation of MDA-5 signaling pathway, negative regulation of MDA-5 signaling pathway, positive regulation of RIG-I signaling pathway, negative regulation of RIG-I signaling pathway, immune response, positive regulation of type I interferon production, negative regulation of innate immune response, MDA-5 signaling pathway, innate immune response, viral process, response to bacterium, regulation of innate immune response, single-stranded RNA binding, double-stranded RNA binding, zinc ion binding "	rlr
spleen	bsal_ctl	up	comp349060	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005737; GO:0008270; GO:0009615; GO:0009617; GO:0016032; GO:0032480; GO:0032481; GO:0039534; GO:0039536; GO:0045087; GO:0045088; GO:0045824; GO:0051607; GO:1900245; GO:1900246	1128	2.281084203	2.465739913	16.61172758	4.59E-05	0.007909715	"GO:0051607, GO:0032480, GO:1900245, GO:0039534, GO:1900246, GO:0039536, GO:0006955, GO:0032481, GO:0045824, GO:0039530, GO:0045087, GO:0016032, GO:0009617, GO:0045088, GO:0003727, GO:0003725, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to virus, negative regulation of type I interferon production, positive regulation of MDA-5 signaling pathway, negative regulation of MDA-5 signaling pathway, positive regulation of RIG-I signaling pathway, negative regulation of RIG-I signaling pathway, immune response, positive regulation of type I interferon production, negative regulation of innate immune response, MDA-5 signaling pathway, innate immune response, viral process, response to bacterium, regulation of innate immune response, single-stranded RNA binding, double-stranded RNA binding, zinc ion binding "	rlr
spleen	bsal_ctl	up	comp361045	IFIH1_HUMAN	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Clinically amyopathic dermatomyositis autoantigen 140 kDa) (CADM-140 autoantigen) (Helicase with 2 CARD domains) (Helicard) (Interferon-induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (Murabutide down-regulated protein) (RIG-I-like receptor 2) (RLR-2) (RNA helicase-DEAD box protein 116)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005634; GO:0005829; GO:0008270; GO:0009597; GO:0009615; GO:0016032; GO:0016579; GO:0016925; GO:0032480; GO:0032727; GO:0032728; GO:0034344; GO:0035549; GO:0039528; GO:0039530; GO:0042802; GO:0043021; GO:0045087; GO:0051607; GO:0060760; GO:0071360; GO:1902741; GO:1904469; GO:2000778	4099	2.011253924	4.468225832	16.48077407	4.91E-05	0.008250492	"GO:0051607, GO:0032760, GO:0032480, GO:0006955, GO:2000778, GO:0032481, GO:0039530, GO:0060760, GO:0009597, GO:0035549, GO:0045087, GO:1902741, GO:0016032, GO:0045088, GO:0003727, GO:0003725, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to virus, positive regulation of tumor necrosis factor production, negative regulation of type I interferon production, immune response, positive regulation of interleukin-6 secretion, positive regulation of type I interferon production, MDA-5 signaling pathway, positive regulation of response to cytokine stimulus, detection of virus, positive regulation of interferon-beta secretion, innate immune response, positive regulation of interferon-alpha secretion, viral process, regulation of innate immune response, single-stranded RNA binding, double-stranded RNA binding, zinc ion binding "	rlr
spleen	bsal_ctl	down	comp364196	PHLA1_HUMAN	Pleckstrin homology-like domain family A member 1 (Apoptosis-associated nuclear protein) (Proline- and glutamine-rich protein) (PQ-rich protein) (PQR protein) (Proline- and histidine-rich protein) (T-cell death-associated gene 51 protein)	GO:0000086; GO:0005634; GO:0005730; GO:0005829; GO:0006915; GO:0031410; GO:0045210	298.5181042	-1.426271137	5.101622308	12.66160419	0.000373242	0.029537374	GO:0005622	CC	intracellular 	t-cell
spleen	bsal_ctl	up	comp354222	TP8L2_XENTR	Tumor necrosis factor alpha-induced protein 8-like protein 2 (TIPE2) (TNF alpha-induced protein 8-like protein 2) (TNFAIP8-like protein 2)	GO:0005737; GO:0042981; GO:0045087; GO:0050728; GO:0050868	1461	2.053562726	3.74077029	28.97138974	7.35E-08	6.90E-05	"GO:0006955, GO:0007162, GO:0006915, GO:0045087"	"BP, BP, BP, BP"	"immune response, negative regulation of cell adhesion, apoptotic process, innate immune response "	tnf
spleen	bsal_ctl	up	comp279063	LITAF_CHICK	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (LPS-induced TNF-alpha factor homolog) (Small integral membrane protein of lysosome/late endosome)	GO:0000139; GO:0001816; GO:0003677; GO:0005125; GO:0005634; GO:0005765; GO:0008270; GO:0009898; GO:0019953; GO:0098559; GO:0098560; GO:0098574	792	2.557596365	2.161300748	14.49688189	0.000140392	0.015227707	"GO:0016020, GO:0098559, GO:0009898, GO:0000139, GO:0005125, GO:0008270"	"CC, CC, CC, CC, MF, MF"	"membrane, cytoplasmic side of early endosome membrane, cytoplasmic side of plasma membrane, Golgi membrane, cytokine activity, zinc ion binding "	tnf
spleen	bsal_ctl	up	comp363441	TRAF2_HUMAN	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	GO:0000151; GO:0002726; GO:0004842; GO:0005164; GO:0005174; GO:0005654; GO:0005829; GO:0005938; GO:0006919; GO:0007165; GO:0007249; GO:0007250; GO:0008270; GO:0009898; GO:0010803; GO:0012506; GO:0016579; GO:0019899; GO:0019901; GO:0019903; GO:0030163; GO:0031435; GO:0031625; GO:0031996; GO:0032743; GO:0032991; GO:0033209; GO:0034351; GO:0034622; GO:0034976; GO:0035631; GO:0042802; GO:0042981; GO:0043507; GO:0044877; GO:0045121; GO:0046625; GO:0051023; GO:0051091; GO:0051092; GO:0051291; GO:0051865; GO:0065003; GO:0070059; GO:0070207; GO:0070534; GO:0071550; GO:0071732; GO:0090073; GO:0097057; GO:0097300; GO:1901215; GO:1902041; GO:1902042; GO:1903265; GO:1903721; GO:1990597; GO:1990604; GO:2001238	2589	2.335924919	3.032066932	11.05647691	0.000883779	0.048126259	"GO:0006955, GO:2001238, GO:0043123, GO:0002726, GO:0006919, GO:0032743, GO:0071356, GO:0071731, GO:0051865, GO:0051092, GO:0006915, GO:0002250, GO:0060760, GO:0071550, GO:0002821, GO:0010952, GO:0051023, GO:1903265, GO:0090073, GO:0016020, GO:1990597, GO:0009898, GO:0035631, GO:1990604, GO:0008270"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, MF"	"immune response, positive regulation of extrinsic apoptotic signaling pathway, positive regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of T cell cytokine production, activation of cysteine-type endopeptidase activity involved in apoptotic process, positive regulation of interleukin-2 production, cellular response to tumor necrosis factor, response to nitric oxide, protein autoubiquitination, positive regulation of NF-kappaB transcription factor activity, apoptotic process, adaptive immune response, positive regulation of response to cytokine stimulus, death-inducing signaling complex assembly, positive regulation of adaptive immune response, positive regulation of peptidase activity, regulation of immunoglobulin secretion, positive regulation of tumor necrosis factor-mediated signaling pathway, positive regulation of protein homodimerization activity, membrane, AIP1-IRE1 complex, cytoplasmic side of plasma membrane, CD40 receptor complex, IRE1-TRAF2-ASK1 complex, zinc ion binding "	tnf
spleen	bsal_ctl	up	comp360318	TANK_HUMAN	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	GO:0005829; GO:0006508; GO:0006974; GO:0007165; GO:0007249; GO:0016032; GO:0031625; GO:0032991; GO:0035666; GO:0035800; GO:0043124; GO:0046872; GO:0071347; GO:0071356; GO:0071479; GO:1903003; GO:2000158	1313.993021	1.480352269	3.768982068	14.45922821	0.000143226	0.015288603	"GO:0071347, GO:0043124, GO:0006955, GO:0071356, GO:0045087, GO:0035666, GO:0016032, GO:0010952, GO:0045088, GO:1903003"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP"	"cellular response to interleukin-1, negative regulation of I-kappaB kinase/NF-kappaB signaling, immune response, cellular response to tumor necrosis factor, innate immune response, TRIF-dependent toll-like receptor signaling pathway, viral process, positive regulation of peptidase activity, regulation of innate immune response, positive regulation of protein deubiquitination "	toll-like
spleen	inf_ctl	up	comp365254	ASC_MOUSE	Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein)	GO:0001773; GO:0002020; GO:0002218; GO:0002230; GO:0002277; GO:0002588; GO:0002821; GO:0005138; GO:0005523; GO:0005576; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0006915; GO:0006919; GO:0006954; GO:0008385; GO:0008630; GO:0009617; GO:0010506; GO:0010803; GO:0016505; GO:0017024; GO:0019899; GO:0030838; GO:0031647; GO:0032088; GO:0032090; GO:0032611; GO:0032688; GO:0032729; GO:0032755; GO:0032760; GO:0032991; GO:0033209; GO:0042104; GO:0042771; GO:0042802; GO:0042803; GO:0042981; GO:0043025; GO:0043065; GO:0043087; GO:0043124; GO:0043280; GO:0043281; GO:0044325; GO:0044351; GO:0045087; GO:0046330; GO:0046983; GO:0050718; GO:0050727; GO:0050766; GO:0050829; GO:0050870; GO:0051091; GO:0051092; GO:0051260; GO:0051607; GO:0070374; GO:0070700; GO:0071222; GO:0071347; GO:0071356; GO:0071901; GO:0072332; GO:0072558; GO:0072559; GO:0090197; GO:0090200; GO:0097153; GO:0097169; GO:0097202; GO:1900016; GO:2000406; GO:2000484; GO:2000778; GO:2001056; GO:2001181; GO:2001238; GO:2001242	1805.323445	1.123741953	5.808494397	14.78844282	0.00012027	0.035304983	"GO:0032729, GO:0071347, GO:0051092, GO:0002821, GO:2001179, GO:0090197, GO:2000484, GO:0042104, GO:0044351, GO:0002579, GO:0007159, GO:0002275, GO:1900016, GO:0097202, GO:0002218, GO:0032733, GO:0032688, GO:0034612, GO:0001773, GO:2000778, GO:0050718, GO:0032480, GO:0002230, GO:0090200, GO:0050829, GO:2000406, GO:0002495, GO:0042129, GO:0010803, GO:0043124, GO:0009617, GO:0042771, GO:0050766, GO:0030838, GO:0050727, GO:2001238, GO:0032760, GO:0032088, GO:0050728, GO:0005576, GO:0072559, GO:0044297, GO:0044325, GO:0070700, GO:0002020, GO:0005523, GO:0097153, GO:0016505, GO:0070851"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF, MF, MF"	"positive regulation of interferon-gamma production, cellular response to interleukin-1, positive regulation of NF-kappaB transcription factor activity, positive regulation of adaptive immune response, regulation of interleukin-10 secretion, positive regulation of chemokine secretion, positive regulation of interleukin-8 secretion, positive regulation of activated T cell proliferation, macropinocytosis, positive regulation of antigen processing and presentation, leukocyte cell-cell adhesion, myeloid cell activation involved in immune response, negative regulation of cytokine production involved in inflammatory response, activation of cysteine-type endopeptidase activity, activation of innate immune response, positive regulation of interleukin-10 production, negative regulation of interferon-beta production, response to tumor necrosis factor, myeloid dendritic cell activation, positive regulation of interleukin-6 secretion, positive regulation of interleukin-1 beta secretion, negative regulation of type I interferon production, positive regulation of defense response to virus by host, positive regulation of release of cytochrome c from mitochondria, defense response to Gram-negative bacterium, positive regulation of T cell migration, antigen processing and presentation of peptide antigen via MHC class II, regulation of T cell proliferation, regulation of tumor necrosis factor-mediated signaling pathway, negative regulation of I-kappaB kinase/NF-kappaB signaling, response to bacterium, intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, positive regulation of phagocytosis, positive regulation of actin filament polymerization, regulation of inflammatory response, positive regulation of extrinsic apoptotic signaling pathway, positive regulation of tumor necrosis factor production, negative regulation of NF-kappaB transcription factor activity, negative regulation of inflammatory response, extracellular region, NLRP3 inflammasome complex, cell body, ion channel binding, BMP receptor binding, protease binding, tropomyosin binding, cysteine-type endopeptidase activity involved in apoptotic process, peptidase activator activity involved in apoptotic process, growth factor receptor binding "	antigen
