Nvir_gene_id	Ortholog_gene_name	Uniprot_entry	Protein_names	logFC	logCPM	LR	PValue	FDR	GO_ID	GO_category	GO_term	Tissue	Comparison	Expression
comp336894	NA	NA	NA	-2.725795694	2.270005498	24.70704194	6.67E-07	0.000231282	NA	NA	NA	skin	inf_ctl	down
comp236730	C3	CO3_PIG	Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.66062622	1.579996333	15.18252831	9.76E-05	0.007873121	"GO:0010828, GO:0006958, GO:0006957, GO:0045745, GO:0010866, GO:0010884, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding"	skin	inf_ctl	down
comp297817	NA	NA	NA	-2.655948823	3.269761086	19.31006105	1.11E-05	0.001840623	NA	NA	NA	skin	inf_ctl	down
comp358383	NA	NA	NA	-2.645751163	3.016746504	18.40122748	1.79E-05	0.002446932	NA	NA	NA	skin	inf_ctl	down
comp2391288	NA	NA	NA	-2.643221342	1.639266467	12.71265493	0.000363189	0.019664967	NA	NA	NA	skin	inf_ctl	down
comp318446	NA	NA	NA	-2.622171793	1.838384532	13.14979698	0.00028755	0.016519938	NA	NA	NA	skin	inf_ctl	down
comp338291	NA	NA	NA	-2.479294544	1.117737155	10.24379658	0.00137145	0.046730985	NA	NA	NA	skin	inf_ctl	down
comp359453	LRRC51	LRC51_BOVIN	Leucine-rich repeat-containing protein 51	-2.450444894	3.092144886	13.84393805	0.000198636	0.012663397	NA	NA	NA	skin	inf_ctl	down
comp1354880	NA	NA	NA	-2.442349248	0.213219072	13.00666755	0.000310384	0.017526044	NA	NA	NA	skin	inf_ctl	down
comp348751	hpd	HPPD_XENTR	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase)	-2.403261397	5.111276144	19.91360128	8.10E-06	0.001455668	"GO:0006572, GO:0006559, GO:0016702"	"BP, BP, MF"	"tyrosine catabolic process, L-phenylalanine catabolic process, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	skin	inf_ctl	down
comp365218	NA	NA	NA	-2.385235092	7.174910499	19.94833861	7.96E-06	0.001442573	NA	NA	NA	skin	inf_ctl	down
comp275940	NA	NA	NA	-2.372307799	1.114291281	20.65083571	5.51E-06	0.001134584	NA	NA	NA	skin	inf_ctl	down
comp324673	NA	NA	NA	-2.36604283	1.363522905	22.27057505	2.37E-06	0.000570735	NA	NA	NA	skin	inf_ctl	down
comp325028	NA	NA	NA	-2.356843801	0.981392138	14.50589839	0.000139721	0.01004114	NA	NA	NA	skin	inf_ctl	down
comp361090	NA	NA	NA	-2.317585768	2.579733588	37.73245486	8.11E-10	2.00E-06	NA	NA	NA	skin	inf_ctl	down
comp355916	NA	NA	NA	-2.310923706	9.17050378	19.82939719	8.47E-06	0.001499334	NA	NA	NA	skin	inf_ctl	down
comp361576	Serping1	IC1_RAT	Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1)	-2.303207974	4.068602712	18.43598928	1.76E-05	0.002428333	"GO:0006958, GO:0030449, GO:0001867, GO:0042730, GO:0005615, GO:0005576, GO:0004866"	"BP, BP, BP, BP, CC, CC, MF"	"complement activation, classical pathway, regulation of complement activation, complement activation, lectin pathway, fibrinolysis, extracellular space, extracellular region, endopeptidase inhibitor activity"	skin	inf_ctl	down
comp341431	NA	NA	NA	-2.295523571	1.874394672	16.30308291	5.40E-05	0.005280837	NA	NA	NA	skin	inf_ctl	down
comp282097	HPD	HPPD_HUMAN	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase)	-2.277350267	3.818495267	14.14773102	0.000169001	0.011399191	"GO:0006572, GO:0006559, GO:0005615, GO:0070062, GO:0005576, GO:0016702"	"BP, BP, CC, CC, CC, MF"	"tyrosine catabolic process, L-phenylalanine catabolic process, extracellular space, extracellular exosome, extracellular region, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	skin	inf_ctl	down
comp361249	RETN	RETN_BOVIN	Resistin	-2.228398048	9.751794614	16.37079362	5.21E-05	0.005146444	"GO:0005615, GO:0005576"	"CC, CC"	"extracellular space, extracellular region"	skin	inf_ctl	down
comp318659	NA	NA	NA	-2.176464535	3.602409595	17.22164325	3.33E-05	0.003713939	NA	NA	NA	skin	inf_ctl	down
comp335657	NA	NA	NA	-2.136189982	1.617569631	18.14848371	2.04E-05	0.002696393	NA	NA	NA	skin	inf_ctl	down
comp83687	NA	NA	NA	-2.099574274	0.954122861	26.32971135	2.88E-07	0.000127734	NA	NA	NA	skin	inf_ctl	down
comp355952	Hist2h2ac	H2A2C_MOUSE	Histone H2A type 2-C (H2a-613B)	-2.09177934	3.140712372	10.92796119	0.000947237	0.036716718	NA	NA	NA	skin	inf_ctl	down
comp358859	FBLN1	FBLN1_CHLAE	Fibulin-1 (FIBL-1) (Fragment)	-2.080490955	1.988816972	27.85900169	1.30E-07	6.79E-05	"GO:0030198, GO:0005576, GO:0016504"	"BP, CC, MF"	"extracellular matrix organization, extracellular region, peptidase activator activity"	skin	inf_ctl	down
comp363672	NA	NA	NA	-2.076827291	1.737464847	26.30954507	2.91E-07	0.000127734	NA	NA	NA	skin	inf_ctl	down
comp550121	NA	"TF28_SCHPO, TF27_SCHPO"	"Transposon Tf2-8 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-7 polyprotein (Retrotransposable element Tf2 155 kDa protein)"	-2.072151232	1.551452932	16.9047335	3.93E-05	0.004212561	NA	NA	NA	skin	inf_ctl	down
comp343572	NA	NA	NA	-2.065915482	2.959264863	12.09371451	0.000505921	0.024371752	NA	NA	NA	skin	inf_ctl	down
comp340500	NA	NA	NA	-2.014375583	0.908388005	15.08744957	0.000102643	0.008146757	NA	NA	NA	skin	inf_ctl	down
comp356813	NA	NA	NA	-1.986686739	5.117355408	27.94319225	1.25E-07	6.79E-05	NA	NA	NA	skin	inf_ctl	down
comp343545	Ndp	NDP_MOUSE	Norrin (Norrie disease protein homolog)	-1.963174163	1.453978175	18.13943755	2.05E-05	0.002696393	"GO:1905114, GO:0035426, GO:0005615, GO:0062023, GO:0005576, GO:0001664, GO:0005125"	"BP, BP, CC, CC, CC, MF, MF"	"cell surface receptor signaling pathway involved in cell-cell signaling, extracellular matrix-cell signaling, extracellular space, collagen-containing extracellular matrix, extracellular region, G protein-coupled receptor binding, cytokine activity"	skin	inf_ctl	down
comp636193	NA	NA	NA	-1.958248257	1.773658743	16.01005784	6.30E-05	0.00569098	NA	NA	NA	skin	inf_ctl	down
comp351265	FBXL3	FBXL3_HUMAN	F-box/LRR-repeat protein 3 (F-box and leucine-rich repeat protein 3A) (F-box/LRR-repeat protein 3A)	-1.956332194	6.577130273	31.68206384	1.82E-08	1.71E-05	NA	NA	NA	skin	inf_ctl	down
comp272832	NA	NA	NA	-1.952837466	0.868296933	13.50955655	0.000237352	0.014477716	NA	NA	NA	skin	inf_ctl	down
comp3776393	NA	NA	NA	-1.929913251	2.505376269	24.02784816	9.50E-07	0.000287041	NA	NA	NA	skin	inf_ctl	down
comp361480	NA	NA	NA	-1.917112816	1.570659603	23.2160303	1.45E-06	0.000391972	NA	NA	NA	skin	inf_ctl	down
comp345596	NA	NA	NA	-1.912322629	1.419360767	23.58027255	1.20E-06	0.000338257	NA	NA	NA	skin	inf_ctl	down
comp337637	GPX7	GPX7_BOVIN	Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9)	-1.899005409	1.053177753	11.09985818	0.000863343	0.034820922	GO:0005576	CC	extracellular region	skin	inf_ctl	down
comp282282	NA	NA	NA	-1.865251497	2.883268211	13.97385651	0.00018537	0.012011391	NA	NA	NA	skin	inf_ctl	down
comp363433	NA	NA	NA	-1.84047697	2.975141322	24.67450383	6.79E-07	0.000231282	NA	NA	NA	skin	inf_ctl	down
comp357450	CLN5	CLN5_BOVIN	"Ceroid-lipofuscinosis neuronal protein 5 (Protein CLN5) [Cleaved into: Ceroid-lipofuscinosis neuronal protein 5, secreted form]"	-1.837363621	2.791949607	15.27320147	9.30E-05	0.007534804	"GO:0007601, GO:0045851, GO:1904426, GO:0006518, GO:0007042"	"BP, BP, BP, BP, BP"	"visual perception, pH reduction, positive regulation of GTP binding, peptide metabolic process, lysosomal lumen acidification"	skin	inf_ctl	down
comp67737	NA	NA	NA	-1.807767286	0.910815995	11.56783142	0.000671026	0.029932967	NA	NA	NA	skin	inf_ctl	down
comp353137	KRT15	K1C15_SHEEP	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	-1.798760651	4.386352558	12.14095337	0.000493266	0.02407014	GO:0005882	CC	intermediate filament	skin	inf_ctl	down
comp355333	NA	NA	NA	-1.794902354	1.887403498	17.03756571	3.66E-05	0.004001468	NA	NA	NA	skin	inf_ctl	down
comp352261	NA	NA	NA	-1.79268494	3.120389842	17.56133382	2.78E-05	0.003360692	NA	NA	NA	skin	inf_ctl	down
comp283222	NA	NA	NA	-1.792647591	1.754344826	14.10900419	0.000172516	0.011518356	NA	NA	NA	skin	inf_ctl	down
comp339620	Cyp2a5	CP2A5_MOUSE	Cytochrome P450 2A5 (EC 1.14.14.1) (CYPIIA5) (Coumarin 7-hydroxylase) (Cytochrome P450-15-COH) (Cytochrome P450-IIA3.2)	-1.771334354	0.988590988	13.3110658	0.000263844	0.015518916	"GO:0009804, GO:0006805, GO:0020037, GO:0070330"	"BP, BP, MF, MF"	"coumarin metabolic process, xenobiotic metabolic process, heme binding, aromatase activity"	skin	inf_ctl	down
comp3305527	NA	NA	NA	-1.768230406	1.129690213	13.23332638	0.000275015	0.016032825	NA	NA	NA	skin	inf_ctl	down
comp343708	NA	NA	NA	-1.76674271	1.113635423	11.16343295	0.000834254	0.0340648	NA	NA	NA	skin	inf_ctl	down
comp358307	HEBP2	HEBP2_HUMAN	Heme-binding protein 2 (Placental protein 23) (PP23) (Protein SOUL)	-1.764648029	5.714447564	29.18915117	6.56E-08	4.32E-05	"GO:0035794, GO:0010940, GO:0010917, GO:0043312, GO:0005615, GO:0035578, GO:0070062, GO:0005739, GO:0005576, GO:0020037"	"BP, BP, BP, BP, CC, CC, CC, CC, CC, MF"	"positive regulation of mitochondrial membrane permeability, positive regulation of necrotic cell death, negative regulation of mitochondrial membrane potential, neutrophil degranulation, extracellular space, azurophil granule lumen, extracellular exosome, mitochondrion, extracellular region, heme binding"	skin	inf_ctl	down
comp346149	NA	NA	NA	-1.753922996	4.354389888	12.51288955	0.000404154	0.020987238	NA	NA	NA	skin	inf_ctl	down
comp349410	Adamts13	ATS13_MOUSE	A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease)	-1.72427119	1.782814567	18.20441619	1.98E-05	0.002649554	"GO:0014075, GO:0006518, GO:0005615, GO:0005576"	"BP, BP, CC, CC"	"response to amine, peptide metabolic process, extracellular space, extracellular region"	skin	inf_ctl	down
comp355276	NA	NA	NA	-1.707496593	0.73357761	10.44104015	0.001232458	0.043494779	NA	NA	NA	skin	inf_ctl	down
comp362952	FBLN1	FBLN1_CHICK	Fibulin-1 (FIBL-1)	-1.683725243	2.062183479	24.83146521	6.26E-07	0.000220808	"GO:0030198, GO:0005576, GO:0016504"	"BP, CC, MF"	"extracellular matrix organization, extracellular region, peptidase activator activity"	skin	inf_ctl	down
comp353396	AOC2	AOC2_HUMAN	Retina-specific copper amine oxidase (RAO) (EC 1.4.3.21) (Amine oxidase [copper-containing]) (Semicarbazide-sensitive amine oxidase) (SSAO)	-1.66471098	2.598697848	11.22199416	0.000808336	0.0334208	"GO:0007601, GO:0009308, GO:0006805, GO:0048038, GO:0016641, GO:0005507"	"BP, BP, BP, MF, MF, MF"	"visual perception, amine metabolic process, xenobiotic metabolic process, quinone binding, oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor, copper ion binding"	skin	inf_ctl	down
comp346982	DKK3	DKK3_CHICK	Dickkopf-related protein 3 (Dickkopf-3) (Dkk-3) (Lens fiber protein CLFEST4)	-1.652627915	1.464940778	11.62559079	0.000650506	0.029621994	"GO:1905114, GO:0005615, GO:0005576, GO:0048019, GO:0039706"	"BP, CC, CC, MF, MF"	"cell surface receptor signaling pathway involved in cell-cell signaling, extracellular space, extracellular region, receptor antagonist activity, co-receptor binding"	skin	inf_ctl	down
comp353978	NA	NA	NA	-1.645974705	1.755775503	14.6094998	0.000132246	0.009788696	NA	NA	NA	skin	inf_ctl	down
comp356449	Urah	HIUH_MOUSE	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-related protein)	-1.645453302	1.63261535	14.57054551	0.000135008	0.009882118	"GO:0046415, GO:0005739, GO:0016812"	"BP, CC, MF"	"urate metabolic process, mitochondrion, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"	skin	inf_ctl	down
comp347770	NA	NA	NA	-1.641536772	4.930825919	10.71094415	0.001065037	0.03963902	NA	NA	NA	skin	inf_ctl	down
comp336899	NA	NA	NA	-1.640379856	6.493635928	14.36257477	0.000150769	0.010566153	NA	NA	NA	skin	inf_ctl	down
comp349025	NA	NA	NA	-1.635574502	0.677019309	16.27145212	5.49E-05	0.005317085	NA	NA	NA	skin	inf_ctl	down
comp354986	NA	NA	NA	-1.631467962	3.641224503	10.85917665	0.000983074	0.037290768	NA	NA	NA	skin	inf_ctl	down
comp356320	NA	NA	NA	-1.620764475	2.618820871	11.62717551	0.000649952	0.029621994	NA	NA	NA	skin	inf_ctl	down
comp341554	Stard13	STA13_MOUSE	StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)	-1.615851682	2.371145895	17.06598584	3.61E-05	0.003986073	"GO:0097498, GO:0005739"	"BP, CC"	"endothelial tube lumen extension, mitochondrion"	skin	inf_ctl	down
comp348794	NA	NA	NA	-1.598378872	4.1343943	14.55737456	0.000135955	0.009914717	NA	NA	NA	skin	inf_ctl	down
comp354248	NRP1	NRP1_CHICK	Neuropilin-1 (A5 protein)	-1.590759736	2.17806266	19.72134586	8.96E-06	0.001553216	"GO:0051491, GO:0007155, GO:0032584, GO:0070852, GO:0005021"	"BP, BP, CC, CC, MF"	"positive regulation of filopodium assembly, cell adhesion, growth cone membrane, cell body fiber, vascular endothelial growth factor-activated receptor activity"	skin	inf_ctl	down
comp337435	NA	NA	NA	-1.586776944	1.181278641	12.60346189	0.000385033	0.020510529	NA	NA	NA	skin	inf_ctl	down
comp352498	RBP4	RET4_CHICK	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP)	-1.581352904	6.256062683	28.13326796	1.13E-07	6.58E-05	"GO:0001555, GO:0043627, GO:0065003, GO:0030277, GO:0005615, GO:0070062, GO:0005576, GO:0019841, GO:0016918"	"BP, BP, BP, BP, CC, CC, CC, MF, MF"	"oocyte growth, response to estrogen, protein-containing complex assembly, maintenance of gastrointestinal epithelium, extracellular space, extracellular exosome, extracellular region, retinol binding, retinal binding"	skin	inf_ctl	down
comp335336	RBPMS2	RBPS2_CHICK	RNA-binding protein with multiple splicing 2 (Heart and RRM expressed sequence) (Hermes)	-1.581015146	2.493895368	12.14214164	0.000492951	0.02407014	"GO:0060391, GO:0010862, GO:0030514"	"BP, BP, BP"	"positive regulation of SMAD protein signal transduction, positive regulation of pathway-restricted SMAD protein phosphorylation, negative regulation of BMP signaling pathway"	skin	inf_ctl	down
comp359717	NA	NA	NA	-1.578363585	5.218100704	12.93126965	0.000323139	0.017989259	NA	NA	NA	skin	inf_ctl	down
comp212081	DKK1	DKK1_HUMAN	Dickkopf-related protein 1 (Dickkopf-1) (Dkk-1) (hDkk-1) (SK)	-1.574710506	0.908090394	10.99422473	0.000913962	0.036077331	"GO:0060394, GO:0030514, GO:1905114, GO:0060325, GO:0009996, GO:0098883, GO:1903224, GO:1904338, GO:1905770, GO:2000542, GO:0001711, GO:0042693, GO:0051964, GO:0007501, GO:1905606, GO:0003128, GO:0065003, GO:0048642, GO:0090244, GO:2000726, GO:0005615, GO:0005576, GO:0048019, GO:0039706, GO:0008083"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"negative regulation of pathway-restricted SMAD protein phosphorylation, negative regulation of BMP signaling pathway, cell surface receptor signaling pathway involved in cell-cell signaling, face morphogenesis, negative regulation of cell fate specification, synapse pruning, regulation of endodermal cell differentiation, regulation of dopaminergic neuron differentiation, regulation of mesodermal cell differentiation, negative regulation of gastrulation, endodermal cell fate commitment, muscle cell fate commitment, negative regulation of synapse assembly, mesodermal cell fate specification, regulation of presynapse assembly, heart field specification, protein-containing complex assembly, negative regulation of skeletal muscle tissue development, Wnt signaling pathway involved in somitogenesis, negative regulation of cardiac muscle cell differentiation, extracellular space, extracellular region, receptor antagonist activity, co-receptor binding, growth factor activity"	skin	inf_ctl	down
comp289360	NA	TBA_LYTPI	Tubulin alpha chain (Fragment)	-1.562467182	1.541019163	12.50377843	0.00040613	0.020987238	NA	NA	NA	skin	inf_ctl	down
comp359003	HSD11B1	DHI1_HUMAN	Corticosteroid 11-beta-dehydrogenase isozyme 1 (EC 1.1.1.146) (11-beta-hydroxysteroid dehydrogenase 1) (11-DH) (11-beta-HSD1) (Short chain dehydrogenase/reductase family 26C member 1)	-1.562021748	3.356703866	15.73578396	7.28E-05	0.006313171	GO:0008211	BP	glucocorticoid metabolic process	skin	inf_ctl	down
comp170524	NA	NA	NA	-1.557135662	0.663644517	10.57642475	0.00114539	0.041707131	NA	NA	NA	skin	inf_ctl	down
comp358710	NA	NA	NA	-1.535279662	5.949624627	11.36434478	0.000748675	0.032191208	NA	NA	NA	skin	inf_ctl	down
comp360153	ABI3BP	TARSH_HUMAN	Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	-1.502316725	2.256099091	13.3115633	0.000263774	0.015518916	"GO:0007155, GO:0030198, GO:0005615, GO:0062023, GO:0005576, GO:0005518, GO:0005201"	"BP, BP, CC, CC, CC, MF, MF"	"cell adhesion, extracellular matrix organization, extracellular space, collagen-containing extracellular matrix, extracellular region, collagen binding, extracellular matrix structural constituent"	skin	inf_ctl	down
comp363910	NA	NA	NA	-1.48983016	2.367460856	18.6479669	1.57E-05	0.002284586	NA	NA	NA	skin	inf_ctl	down
comp273552	NA	NA	NA	-1.484818157	1.567669564	15.88304889	6.74E-05	0.005918317	NA	NA	NA	skin	inf_ctl	down
comp185744	NA	NA	NA	-1.477839497	0.774487166	12.0642636	0.000513976	0.024633425	NA	NA	NA	skin	inf_ctl	down
comp353835	KLF15	KLF15_HUMAN	Krueppel-like factor 15 (Kidney-enriched krueppel-like factor)	-1.468992003	4.211030276	19.05293369	1.27E-05	0.002039222	GO:0010828	BP	positive regulation of glucose transmembrane transport	skin	inf_ctl	down
comp352472	NA	NA	NA	-1.452815295	2.478864201	13.81093666	0.000202156	0.01280516	NA	NA	NA	skin	inf_ctl	down
comp347878	Tgfb3	TGFB3_MOUSE	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	-1.451768518	1.728749041	10.58436528	0.00114048	0.041685703	"GO:0051491, GO:0060391, GO:0010862, GO:0060325, GO:0010936, GO:0048702, GO:0043627, GO:0030512, GO:0005615, GO:0062023, GO:0005576, GO:0008083, GO:0034714, GO:0005114, GO:0005125, GO:0034713"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF"	"positive regulation of filopodium assembly, positive regulation of SMAD protein signal transduction, positive regulation of pathway-restricted SMAD protein phosphorylation, face morphogenesis, negative regulation of macrophage cytokine production, embryonic neurocranium morphogenesis, response to estrogen, negative regulation of transforming growth factor beta receptor signaling pathway, extracellular space, collagen-containing extracellular matrix, extracellular region, growth factor activity, type III transforming growth factor beta receptor binding, type II transforming growth factor beta receptor binding, cytokine activity, type I transforming growth factor beta receptor binding"	skin	inf_ctl	down
comp362595	Emilin1	EMIL1_MOUSE	EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1)	-1.449622138	1.637174665	12.12872109	0.000496512	0.024168863	"GO:0060394, GO:0048251, GO:0007155, GO:0030198, GO:1901203, GO:1905522, GO:1904027, GO:0030512, GO:0065003, GO:0032966, GO:0005615, GO:0062023, GO:0005576, GO:0005178, GO:0098634, GO:0005201"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF"	"negative regulation of pathway-restricted SMAD protein phosphorylation, elastic fiber assembly, cell adhesion, extracellular matrix organization, positive regulation of extracellular matrix assembly, negative regulation of macrophage migration, negative regulation of collagen fibril organization, negative regulation of transforming growth factor beta receptor signaling pathway, protein-containing complex assembly, negative regulation of collagen biosynthetic process, extracellular space, collagen-containing extracellular matrix, extracellular region, integrin binding, cell-matrix adhesion mediator activity, extracellular matrix structural constituent"	skin	inf_ctl	down
comp356594	ATP6V1B1	VATB1_HUMAN	"V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)"	-1.44588541	5.455167344	10.44712244	0.001228407	0.043429342	"GO:0045851, GO:0005615, GO:0070062, GO:0033180, GO:0005576"	"BP, CC, CC, CC, CC"	"pH reduction, extracellular space, extracellular exosome, proton-transporting V-type ATPase, V1 domain, extracellular region"	skin	inf_ctl	down
comp361941	Aoc3	AOC3_RAT	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (Semicarbazide-sensitive amine oxidase) (SSAO) (VP97) (Vascular adhesion protein 1) (VAP-1)	-1.444503929	3.997763707	10.12133541	0.001465628	0.048927703	"GO:0010828, GO:0002675, GO:0007155, GO:0009308, GO:0042755, GO:0002523, GO:0005615, GO:0005576, GO:0048038, GO:0016641, GO:0005507"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"positive regulation of glucose transmembrane transport, positive regulation of acute inflammatory response, cell adhesion, amine metabolic process, eating behavior, leukocyte migration involved in inflammatory response, extracellular space, extracellular region, quinone binding, oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor, copper ion binding"	skin	inf_ctl	down
comp330162	OPLAH	OPLA_HUMAN	5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)	-1.436363034	1.007327584	11.22366935	0.000807607	0.0334208	"GO:0006518, GO:0016812"	"BP, MF"	"peptide metabolic process, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"	skin	inf_ctl	down
comp353556	NA	NA	NA	-1.426091252	3.232847267	14.74409754	0.000123132	0.009359483	NA	NA	NA	skin	inf_ctl	down
comp328150	VLDLR	VLDLR_HUMAN	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	-1.423518335	1.800323211	10.59777777	0.001132237	0.041514643	"GO:0032799, GO:0038026, GO:0007613, GO:0005615, GO:0005576, GO:0030229"	"BP, BP, BP, CC, CC, MF"	"low-density lipoprotein receptor particle metabolic process, reelin-mediated signaling pathway, memory, extracellular space, extracellular region, very-low-density lipoprotein particle receptor activity"	skin	inf_ctl	down
comp360123	NA	NA	NA	-1.417470382	3.160558675	11.06511256	0.000879672	0.035164943	NA	NA	NA	skin	inf_ctl	down
comp335131	NA	NA	NA	-1.41163722	3.72482	15.1298294	0.000100365	0.008063051	NA	NA	NA	skin	inf_ctl	down
comp353812	NA	NA	NA	-1.408666705	1.542694397	14.02845594	0.000180065	0.011822669	NA	NA	NA	skin	inf_ctl	down
comp53394	HEBP2	HEBP2_HUMAN	Heme-binding protein 2 (Placental protein 23) (PP23) (Protein SOUL)	-1.403410181	3.594888685	20.26081176	6.76E-06	0.001325511	"GO:0035794, GO:0010940, GO:0010917, GO:0043312, GO:0005615, GO:0035578, GO:0070062, GO:0005739, GO:0005576, GO:0020037"	"BP, BP, BP, BP, CC, CC, CC, CC, CC, MF"	"positive regulation of mitochondrial membrane permeability, positive regulation of necrotic cell death, negative regulation of mitochondrial membrane potential, neutrophil degranulation, extracellular space, azurophil granule lumen, extracellular exosome, mitochondrion, extracellular region, heme binding"	skin	inf_ctl	down
comp344724	NA	NA	NA	-1.403058328	0.712175296	11.30420886	0.000773316	0.032796229	NA	NA	NA	skin	inf_ctl	down
comp355751	FBLN5	FBLN5_BOVIN	Fibulin-5 (FIBL-5)	-1.399146822	1.820541291	11.99780257	0.000532633	0.025243236	"GO:0048251, GO:0007155, GO:0030198, GO:0005615, GO:0062023, GO:0005576, GO:0005178"	"BP, BP, BP, CC, CC, CC, MF"	"elastic fiber assembly, cell adhesion, extracellular matrix organization, extracellular space, collagen-containing extracellular matrix, extracellular region, integrin binding"	skin	inf_ctl	down
comp358132	NA	NA	NA	-1.398673342	4.215237108	15.87218985	6.78E-05	0.005926035	NA	NA	NA	skin	inf_ctl	down
comp358080	HEBP2	HEBP2_HUMAN	Heme-binding protein 2 (Placental protein 23) (PP23) (Protein SOUL)	-1.397875705	7.951311158	17.30634201	3.18E-05	0.003649998	"GO:0035794, GO:0010940, GO:0010917, GO:0043312, GO:0005615, GO:0035578, GO:0070062, GO:0005739, GO:0005576, GO:0020037"	"BP, BP, BP, BP, CC, CC, CC, CC, CC, MF"	"positive regulation of mitochondrial membrane permeability, positive regulation of necrotic cell death, negative regulation of mitochondrial membrane potential, neutrophil degranulation, extracellular space, azurophil granule lumen, extracellular exosome, mitochondrion, extracellular region, heme binding"	skin	inf_ctl	down
comp359242	NA	NA	NA	-1.388900321	2.564444865	11.05290788	0.000885482	0.03521083	NA	NA	NA	skin	inf_ctl	down
comp360221	NA	NA	NA	-1.385655509	4.92335969	15.57603349	7.93E-05	0.006722203	NA	NA	NA	skin	inf_ctl	down
comp364305	Mylk	MYLK_CHICK	"Myosin light chain kinase, smooth muscle (MLCK) (EC 2.7.11.18) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]"	-1.385318245	5.602606974	16.89846416	3.94E-05	0.004212561	"GO:0065003, GO:0004687"	"BP, MF"	"protein-containing complex assembly, myosin light chain kinase activity"	skin	inf_ctl	down
comp183267	NA	NA	NA	-1.378550273	2.022475009	17.52385402	2.84E-05	0.003377872	NA	NA	NA	skin	inf_ctl	down
comp364733	NA	STXB_SYNHO	Stonustoxin subunit beta (SNTX subunit beta)	-1.376464901	6.497194151	11.75484952	0.000606849	0.028087026	GO:0005576	CC	extracellular region	skin	inf_ctl	down
comp264412	NA	NA	NA	-1.374092079	0.872831271	12.75660292	0.000354755	0.019367446	NA	NA	NA	skin	inf_ctl	down
comp339757	NA	NA	NA	-1.372111009	3.103165458	10.32012124	0.001315876	0.045306039	NA	NA	NA	skin	inf_ctl	down
